"group","trial_name","trial_type","video_name","trialID","feedback","target","distractor1","distractor2","distractor3"
1,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_1.mp4",1,NA,NA,NA,NA,NA
1,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_1.mp4",2,NA,NA,NA,NA,NA
2,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_2.mp4",1,NA,NA,NA,NA,NA
2,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
3,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_2.mp4",1,NA,NA,NA,NA,NA
3,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
4,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_2.mp4",1,NA,NA,NA,NA,NA
4,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
5,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_2.mp4",1,NA,NA,NA,NA,NA
5,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
6,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_1.mp4",1,NA,NA,NA,NA,NA
6,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_1.mp4",2,NA,NA,NA,NA,NA
7,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_1.mp4",1,NA,NA,NA,NA,NA
7,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_1.mp4",2,NA,NA,NA,NA,NA
8,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_left_2.mp4",1,NA,NA,NA,NA,NA
8,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
9,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_2.mp4",1,NA,NA,NA,NA,NA
9,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_2.mp4",2,NA,NA,NA,NA,NA
10,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_1.mp4",1,NA,NA,NA,NA,NA
10,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
11,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_1.mp4",1,NA,NA,NA,NA,NA
11,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
12,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_1.mp4",1,NA,NA,NA,NA,NA
12,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
13,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_2.mp4",1,NA,NA,NA,NA,NA
13,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_2.mp4",2,NA,NA,NA,NA,NA
14,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_2.mp4",1,NA,NA,NA,NA,NA
14,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_2.mp4",2,NA,NA,NA,NA,NA
15,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_2.mp4",1,NA,NA,NA,NA,NA
15,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_2.mp4",2,NA,NA,NA,NA,NA
16,"Func1train_changed","Func1train","SingleFunc_train_smash_changed_right_1.mp4",1,NA,NA,NA,NA,NA
16,"Func1train_unchanged","Func1train","SingleFunc_train_smash_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
17,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_1.mp4",1,NA,NA,NA,NA,NA
17,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_1.mp4",2,NA,NA,NA,NA,NA
18,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_1.mp4",1,NA,NA,NA,NA,NA
18,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_1.mp4",2,NA,NA,NA,NA,NA
19,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_2.mp4",1,NA,NA,NA,NA,NA
19,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
20,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_2.mp4",1,NA,NA,NA,NA,NA
20,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
21,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_1.mp4",1,NA,NA,NA,NA,NA
21,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_1.mp4",2,NA,NA,NA,NA,NA
22,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_1.mp4",1,NA,NA,NA,NA,NA
22,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_1.mp4",2,NA,NA,NA,NA,NA
23,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_2.mp4",1,NA,NA,NA,NA,NA
23,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
24,"Func1train_changed","Func1train","SingleFunc_train_push_changed_left_2.mp4",1,NA,NA,NA,NA,NA
24,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_left_2.mp4",2,NA,NA,NA,NA,NA
25,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_1.mp4",1,NA,NA,NA,NA,NA
25,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
26,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_1.mp4",1,NA,NA,NA,NA,NA
26,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
27,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_2.mp4",1,NA,NA,NA,NA,NA
27,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_2.mp4",2,NA,NA,NA,NA,NA
28,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_1.mp4",1,NA,NA,NA,NA,NA
28,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
29,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_1.mp4",1,NA,NA,NA,NA,NA
29,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
30,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_2.mp4",1,NA,NA,NA,NA,NA
30,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_2.mp4",2,NA,NA,NA,NA,NA
31,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_1.mp4",1,NA,NA,NA,NA,NA
31,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_1.mp4",2,NA,NA,NA,NA,NA
32,"Func1train_changed","Func1train","SingleFunc_train_push_changed_right_2.mp4",1,NA,NA,NA,NA,NA
32,"Func1train_unchanged","Func1train","SingleFunc_train_push_unchanged_right_2.mp4",2,NA,NA,NA,NA,NA
